Grapheme	IPA	Examples	Languages	Frequence	Codepoints
z	z	tzi-a, skī-hoo-za	Tinne-Nakoontloon, Selish-Lillooet, Haida-Kumshewa, Tinne-Tshilkotin, Tinne-Takulli-Teheili, Kawitshin-Snanaimooh, Haida-Masset, Kwakiool-Likwiltoh, Haida-Skidegate, Kawitshin-Kowmook-Tlathool, Kawitshin-Songis, Niskwalli-Sinahomish, Kwakiool-Hailtzuk, Kwakiool-Kwiha, Selish-Kullespelm, Kawitshin-Kwantlin, Thlinkit-Skutkwan, Bilhoola-Noothlakimish, Tshinook-Tilhilooit-UpperTshinook, Tshimsian-Kithatla, Tshimsian-Kitunto, Kwakiool-Haishilla	100	U+007a
tz	dz
^tz	dz
ng	ŋ
^ng	ŋ
’t	ˀt
’z	ˀz
g	g	hung-ē, ti-koot-jung-a	Haida-Kumshewa, Haida-Kaigani, Haida-Skidegate, Haida-Masset, Kawitshin-Songis, Tshimsian-Kithatla, Tshinook-Tilhilooit-UpperTshinook, Tshimsian-Kitunto, Tinne-Takulli-Teheili, Tinne-Tshilkotin, Tinne-Nakoontloon, Kawitshin-Kowmook-Tlathool, Kawitshin-Snanaimooh, Niskwalli-Sinahomish, Kwakiool-Haishilla	100	U+0067
ll	lː	kil-lum, u-alla	Kawitshin-Songis, Kwakiool-Hailtzuk, Kwakiool-Kwiha, Kwakiool-Haishilla, Kwakiool-Likwiltoh, Bilhoola-Noothlakimish, Niskwalli-Sinahomish, Selish-Lillooet, Selish-Kullespelm, Kawitshin-Kwantlin, Tsheheilis-Staktamish, Tinne-Nakoontloon, Haida-Kaigani, Shahaptani-Whulwhaipum, Kawitshin-Kowmook-Tlathool, Tshimsian-Kitunto, Tinne-Tshilkotin, Tshinook-Tilhilooit-UpperTshinook, Tshinook-Tshinook, Haida-Kumshewa, Tshimsian-Kithatla, Kootenuha-UpperKootenuha	100	U+006c U+006c
^m	m	mā, mai-atla	Bilhoola-Noothlakimish, Tshimsian-Kithatla, Aht-Kaiookwaht, Tshimsian-Kitunto, Shahaptani-Whulwhaipum, Kwakiool-Hailtzuk, Tshinook-Tshinook, Kwakiool-Kwiha, Kawitshin-Kwantlin, Kawitshin-Songis, Selish-Lillooet, Kwakiool-Likwiltoh, Niskwalli-Sinahomish, Kawitshin-Kowmook-Tlathool, Tinne-Takulli-Teheili, Kwakiool-Haishilla, Kawitshin-Snanaimooh, Tsheheilis-Staktamish, Tinne-Tshilkotin, Haida-Skidegate, Tshinook-Tilhilooit-UpperTshinook	100	U+005e U+006d
e$	e	ha-puh-ste, tik-e	Tinne-Nakoontloon, Haida-Kumshewa, Kootenuha-UpperKootenuha, Kwakiool-Haishilla, Thlinkit-Skutkwan, Niskwalli-Sinahomish, Selish-Kullespelm, Kwakiool-Hailtzuk, Haida-Skidegate, Selish-Lillooet, Kwakiool-Kwiha, Haida-Kaigani, Tshinook-Tilhilooit-UpperTshinook, Aht-Kaiookwaht, Kawitshin-Songis, Kwakiool-Likwiltoh, Haida-Masset, Tinne-Tshilkotin, Bilhoola-Noothlakimish, Tsheheilis-Staktamish, Tshimsian-Kithatla, Tinne-Takulli-Teheili, Kawitshin-Kwantlin	100	U+0065 U+0024
tsh	tsʰ	a-pona-tshuk-tshuk, un-tshi-tshet´	Aht-Kaiookwaht, Bilhoola-Noothlakimish, Selish-Kullespelm, Tshinook-Tilhilooit-UpperTshinook, Tinne-Nakoontloon, Shahaptani-Whulwhaipum, Thlinkit-Skutkwan, Selish-Lillooet, Kawitshin-Songis, Tinne-Tshilkotin, Haida-Kaigani, Niskwalli-Sinahomish, Tsheheilis-Staktamish, Kawitshin-Snanaimooh, Tshinook-Tshinook, Kootenuha-UpperKootenuha, Kwakiool-Haishilla, Kwakiool-Likwiltoh, Kawitshin-Kowmook-Tlathool, Tshimsian-Kitunto, Tinne-Takulli-Teheili, Kawitshin-Kwantlin	100	U+0074 U+0073 U+0068
^kw	kʷ	kwul, kwun	Kawitshin-Songis, Kawitshin-Kowmook-Tlathool, Kawitshin-Kwantlin, Haida-Kaigani, Niskwalli-Sinahomish, Kwakiool-Likwiltoh, Selish-Lillooet, Haida-Kumshewa, Kawitshin-Snanaimooh, Thlinkit-Skutkwan, Bilhoola-Noothlakimish, Tshinook-Tshinook, Tsheheilis-Staktamish, Haida-Masset, Haida-Skidegate, Kwakiool-Kwiha, Kwakiool-Hailtzuk, Tinne-Nakoontloon, Selish-Kullespelm, Kwakiool-Haishilla, Shahaptani-Whulwhaipum, Aht-Kaiookwaht, Tshinook-Tilhilooit-UpperTshinook, Tshimsian-Kithatla, Tinne-Takulli-Teheili	100	U+005e U+006b U+0077
o$	o	hai-as-so, tsi-ko	Kwakiool-Hailtzuk, Niskwalli-Sinahomish, Kwakiool-Kwiha, Tshimsian-Kitunto, Tshinook-Tilhilooit-UpperTshinook, Kwakiool-Likwiltoh, Kwakiool-Haishilla, Kawitshin-Songis, Haida-Kaigani, Shahaptani-Whulwhaipum, Tshinook-Tshinook, Kawitshin-Kowmook-Tlathool, Tinne-Tshilkotin, Thlinkit-Skutkwan, Tinne-Nakoontloon, Tsheheilis-Staktamish, Haida-Kumshewa, Selish-Lillooet, Selish-Kullespelm, Kawitshin-Snanaimooh, Haida-Skidegate, Aht-Kaiookwaht, Haida-Masset, Tshimsian-Kithatla, Kootenuha-UpperKootenuha, Tinne-Takulli-Teheili, Kawitshin-Kwantlin	100	U+006f U+0024
^u	u	u-alla, un-on	Thlinkit-Skutkwan, Shahaptani-Whulwhaipum, Kwakiool-Hailtzuk, Aht-Kaiookwaht, Tinne-Takulli-Teheili, Kawitshin-Kwantlin, Kawitshin-Songis, Tinne-Tshilkotin, Tshimsian-Kithatla, Kwakiool-Haishilla, Haida-Kaigani, Niskwalli-Sinahomish, Tshinook-Tilhilooit-UpperTshinook, Tshinook-Tshinook, Kwakiool-Likwiltoh, Selish-Lillooet, Tsheheilis-Staktamish, Kwakiool-Kwiha, Tinne-Nakoontloon, Haida-Masset, Kawitshin-Kowmook-Tlathool, Kootenuha-UpperKootenuha, Tshimsian-Kitunto, Kawitshin-Snanaimooh, Selish-Kullespelm	100	U+005e U+0075
^w	w	wā, wān	Shahaptani-Whulwhaipum, Tshimsian-Kithatla, Tshimsian-Kitunto, Tshinook-Tilhilooit-UpperTshinook, Kootenuha-UpperKootenuha, Kwakiool-Kwiha, Kwakiool-Likwiltoh, Kwakiool-Hailtzuk, Kwakiool-Haishilla, Thlinkit-Skutkwan, Bilhoola-Noothlakimish, Selish-Lillooet, Tsheheilis-Staktamish, Haida-Kaigani, Aht-Kaiookwaht, Tinne-Takulli-Teheili, Kawitshin-Snanaimooh, Niskwalli-Sinahomish, Tshinook-Tshinook, Kawitshin-Kwantlin	100	U+005e U+0077
d	d	kād-ze, nood-kwai-doh	Haida-Kumshewa, Tshinook-Tilhilooit-UpperTshinook, Niskwalli-Sinahomish, Haida-Skidegate, Selish-Kullespelm, Kawitshin-Snanaimooh, Haida-Kaigani, Kawitshin-Kowmook-Tlathool, Bilhoola-Noothlakimish, Tinne-Tshilkotin, Tshimsian-Kitunto, Tshimsian-Kithatla, Tinne-Takulli-Teheili, Haida-Masset, Thlinkit-Skutkwan, Tinne-Nakoontloon	100	U+0064
^y	y	yuk, yoo-kwa	Tshinook-Tilhilooit-UpperTshinook, Kwakiool-Likwiltoh, Thlinkit-Skutkwan, Tinne-Tshilkotin, Kwakiool-Hailtzuk, Tshinook-Tshinook, Tinne-Takulli-Teheili, Kwakiool-Kwiha, Selish-Kullespelm, Kwakiool-Haishilla, Kawitshin-Snanaimooh, Haida-Kaigani, Tinne-Nakoontloon, Aht-Kaiookwaht, Tshimsian-Kithatla, Kootenuha-UpperKootenuha, Kawitshin-Songis, Niskwalli-Sinahomish, Haida-Masset, Tshimsian-Kitunto, Haida-Skidegate, Bilhoola-Noothlakimish, Tsheheilis-Staktamish, Haida-Kumshewa, Kawitshin-Kwantlin	100	U+005e U+0079
lh$	l̥	olh, stsōālh	Tsheheilis-Staktamish, Bilhoola-Noothlakimish, Tshinook-Tshinook, Kawitshin-Kwantlin, Kawitshin-Kowmook-Tlathool, Haida-Kaigani, Aht-Kaiookwaht, Kawitshin-Snanaimooh, Tinne-Nakoontloon, Tshinook-Tilhilooit-UpperTshinook, Haida-Kumshewa, Tshimsian-Kithatla, Tshimsian-Kitunto, Kawitshin-Songis, Shahaptani-Whulwhaipum, Selish-Lillooet, Haida-Masset, Kwakiool-Haishilla, Haida-Skidegate, Thlinkit-Skutkwan, Niskwalli-Sinahomish, Kwakiool-Likwiltoh, Selish-Kullespelm, Kootenuha-UpperKootenuha	100	U+006c U+0068 U+0024
th	tʰ	na-ilth-lash, ul-thlin	Niskwalli-Sinahomish, Tshinook-Tilhilooit-UpperTshinook, Bilhoola-Noothlakimish, Kawitshin-Songis, Shahaptani-Whulwhaipum, Selish-Lillooet, Tshimsian-Kitunto, Haida-Kaigani, Thlinkit-Skutkwan, Tsheheilis-Staktamish, Kawitshin-Kowmook-Tlathool, Kawitshin-Kwantlin, Tshinook-Tshinook, Tshimsian-Kithatla, Kawitshin-Snanaimooh, Kwakiool-Likwiltoh, Kwakiool-Kwiha, Selish-Kullespelm, Kwakiool-Hailtzuk, Aht-Kaiookwaht, Haida-Kumshewa	100	U+0074 U+0068
sh$	ʃ	kenneish, thlow-kwemush	Bilhoola-Noothlakimish, Kwakiool-Likwiltoh, Shahaptani-Whulwhaipum, Kwakiool-Kwiha, Kwakiool-Hailtzuk, Kawitshin-Kowmook-Tlathool, Kwakiool-Haishilla, Tinne-Takulli-Teheili, Kawitshin-Snanaimooh, Thlinkit-Skutkwan, Kawitshin-Songis, Tshinook-Tilhilooit-UpperTshinook, Selish-Lillooet, Tshimsian-Kithatla, Selish-Kullespelm, Tshimsian-Kitunto, Tinne-Tshilkotin, Haida-Kaigani, Haida-Skidegate, Niskwalli-Sinahomish, Aht-Kaiookwaht, Tshinook-Tshinook, Kawitshin-Kwantlin	100	U+0073 U+0068 U+0024
ē	eː	gēu, sē-tlum	Selish-Lillooet, Thlinkit-Skutkwan, Bilhoola-Noothlakimish, Selish-Kullespelm, Niskwalli-Sinahomish, Aht-Kaiookwaht, Tsheheilis-Staktamish, Kawitshin-Songis, Haida-Skidegate, Haida-Masset, Kawitshin-Kowmook-Tlathool, Kawitshin-Kwantlin, Tshimsian-Kithatla, Haida-Kaigani, Tshinook-Tshinook, Haida-Kumshewa, Kootenuha-UpperKootenuha, Tshimsian-Kitunto, Kwakiool-Hailtzuk, Tinne-Nakoontloon, Tshinook-Tilhilooit-UpperTshinook, Kwakiool-Kwiha	100	U+0113
^sh	ʃ	shoo-push´, shō-mits	Bilhoola-Noothlakimish, Haida-Kaigani, Thlinkit-Skutkwan, Kawitshin-Songis, Kawitshin-Snanaimooh, Tshinook-Tshinook, Tshimsian-Kitunto, Shahaptani-Whulwhaipum, Tshimsian-Kithatla, Selish-Lillooet, Selish-Kullespelm, Tinne-Takulli-Teheili, Kawitshin-Kwantlin, Tinne-Nakoontloon, Tshinook-Tilhilooit-UpperTshinook, Tsheheilis-Staktamish, Kawitshin-Kowmook-Tlathool, Niskwalli-Sinahomish, Kwakiool-Likwiltoh	100	U+005e U+0073 U+0068
nn	nː	kenneish, kun-num	Kwakiool-Haishilla, Tinne-Tshilkotin, Kwakiool-Hailtzuk, Kwakiool-Kwiha, Kawitshin-Kwantlin, Kawitshin-Songis, Tinne-Nakoontloon, Kwakiool-Likwiltoh, Selish-Kullespelm, Kootenuha-UpperKootenuha, Thlinkit-Skutkwan, Aht-Kaiookwaht, Tshimsian-Kitunto, Haida-Kumshewa, Tshimsian-Kithatla, Kawitshin-Kowmook-Tlathool, Tinne-Takulli-Teheili, Kawitshin-Snanaimooh, Haida-Kaigani, Selish-Lillooet	100	U+006e U+006e
^p	p	pis-paio, pu-kwalla	Shahaptani-Whulwhaipum, Tsheheilis-Staktamish, Tinne-Takulli-Teheili, Kwakiool-Likwiltoh, Selish-Lillooet, Kwakiool-Kwiha, Tshinook-Tshinook, Tshimsian-Kithatla, Tshimsian-Kitunto, Kwakiool-Haishilla, Tinne-Tshilkotin, Kwakiool-Hailtzuk, Tinne-Nakoontloon, Bilhoola-Noothlakimish, Niskwalli-Sinahomish, Selish-Kullespelm, Kawitshin-Songis, Kawitshin-Kowmook-Tlathool, Aht-Kaiookwaht, Kootenuha-UpperKootenuha, Kawitshin-Kwantlin	100	U+005e U+0070
wh	hʷ	nooh-whalla, kē-whilla	Kwakiool-Likwiltoh, Kawitshin-Kwantlin, Kawitshin-Songis, Selish-Lillooet, Selish-Kullespelm, Kwakiool-Kwiha, Kwakiool-Hailtzuk, Kawitshin-Snanaimooh, Kwakiool-Haishilla, Shahaptani-Whulwhaipum, Tshinook-Tshinook, Tsheheilis-Staktamish, Bilhoola-Noothlakimish, Niskwalli-Sinahomish, Kawitshin-Kowmook-Tlathool, Haida-Kumshewa, Haida-Kaigani, Tshinook-Tilhilooit-UpperTshinook, Aht-Kaiookwaht, Tshimsian-Kithatla, Kootenuha-UpperKootenuha, Tinne-Takulli-Teheili	98	U+0077 U+0068
^tsh	tsʰ	tshīl, tshēm-nath-eh	Haida-Kaigani, Thlinkit-Skutkwan, Aht-Kaiookwaht, Selish-Lillooet, Shahaptani-Whulwhaipum, Bilhoola-Noothlakimish, Kawitshin-Kowmook-Tlathool, Tinne-Tshilkotin, Selish-Kullespelm, Tshinook-Tshinook, Tshinook-Tilhilooit-UpperTshinook, Haida-Kumshewa, Kawitshin-Snanaimooh, Tsheheilis-Staktamish, Tshimsian-Kithatla, Kootenuha-UpperKootenuha, Tshimsian-Kitunto, Kawitshin-Songis, Kwakiool-Hailtzuk, Haida-Skidegate, Tinne-Nakoontloon, Niskwalli-Sinahomish, Tinne-Takulli-Teheili	95	U+005e U+0074 U+0073 U+0068
ā$	aː	wā, mā	Bilhoola-Noothlakimish, Kawitshin-Kwantlin, Tinne-Takulli-Teheili, Haida-Kaigani, Tsheheilis-Staktamish, Niskwalli-Sinahomish, Kwakiool-Likwiltoh, Haida-Masset, Kwakiool-Hailtzuk, Shahaptani-Whulwhaipum, Tinne-Nakoontloon, Tshinook-Tilhilooit-UpperTshinook, Kwakiool-Kwiha, Tshimsian-Kithatla, Kootenuha-UpperKootenuha, Tshinook-Tshinook, Aht-Kaiookwaht, Selish-Lillooet, Tshimsian-Kitunto, Kwakiool-Haishilla, Kawitshin-Snanaimooh, Tinne-Tshilkotin, Haida-Skidegate, Haida-Kumshewa, Selish-Kullespelm	92	U+0101 U+0024
^l	l	luk-wa, la-ish-tsi	Tshimsian-Kitunto, Shahaptani-Whulwhaipum, Tshimsian-Kithatla, Kwakiool-Likwiltoh, Kwakiool-Hailtzuk, Kwakiool-Kwiha, Haida-Kumshewa, Haida-Kaigani, Niskwalli-Sinahomish, Kwakiool-Haishilla, Tshinook-Tilhilooit-UpperTshinook, Kawitshin-Songis, Tinne-Nakoontloon, Tsheheilis-Staktamish, Tinne-Takulli-Teheili, Kawitshin-Kwantlin, Kawitshin-Snanaimooh, Bilhoola-Noothlakimish, Tshinook-Tshinook, Haida-Masset, Kawitshin-Kowmook-Tlathool, Selish-Kullespelm	85	U+005e U+006c
ō	oː	shō-mits, nōla	Selish-Lillooet, Niskwalli-Sinahomish, Kawitshin-Kowmook-Tlathool, Tshinook-Tshinook, Kwakiool-Likwiltoh, Tshimsian-Kithatla, Selish-Kullespelm, Kawitshin-Snanaimooh, Kootenuha-UpperKootenuha, Tshimsian-Kitunto, Haida-Kaigani, Shahaptani-Whulwhaipum, Bilhoola-Noothlakimish, Aht-Kaiookwaht, Tshinook-Tilhilooit-UpperTshinook, Tsheheilis-Staktamish, Kawitshin-Songis, Kwakiool-Hailtzuk, Haida-Skidegate, Thlinkit-Skutkwan, Kwakiool-Kwiha, Haida-Kumshewa	84	U+014d
oo$	oː	nux-soo, moo	Kootenuha-UpperKootenuha, Haida-Kumshewa, Aht-Kaiookwaht, Tinne-Takulli-Teheili, Haida-Masset, Tshimsian-Kithatla, Kawitshin-Songis, Tinne-Tshilkotin, Haida-Kaigani, Thlinkit-Skutkwan, Niskwalli-Sinahomish, Tshimsian-Kitunto, Haida-Skidegate, Shahaptani-Whulwhaipum, Selish-Lillooet, Kwakiool-Likwiltoh, Tsheheilis-Staktamish, Kwakiool-Hailtzuk, Tinne-Nakoontloon, Tshinook-Tshinook, Tshinook-Tilhilooit-UpperTshinook, Kwakiool-Kwiha, Kawitshin-Kowmook-Tlathool, Kawitshin-Kwantlin	84	U+006f U+006f U+0024
y	y	tsu-yuh-ya-ke, tooh-yah-yah-te	Thlinkit-Skutkwan, Selish-Kullespelm, Aht-Kaiookwaht, Tinne-Nakoontloon, Tshimsian-Kitunto, Tsheheilis-Staktamish, Tinne-Tshilkotin, Niskwalli-Sinahomish, Tshimsian-Kithatla, Kawitshin-Kowmook-Tlathool, Kawitshin-Songis, Kawitshin-Snanaimooh, Kwakiool-Hailtzuk, Haida-Kaigani, Tshinook-Tshinook, Tshinook-Tilhilooit-UpperTshinook, Kwakiool-Likwiltoh, Kootenuha-UpperKootenuha, Tinne-Takulli-Teheili, Haida-Masset, Kwakiool-Kwiha, Kawitshin-Kwantlin, Kwakiool-Haishilla	77	U+0079
´$	NULL	kuk-s´, il-te-oo´	Selish-Kullespelm, Selish-Lillooet, Tshimsian-Kithatla, Kootenuha-UpperKootenuha, Kawitshin-Songis, Tshimsian-Kitunto, Haida-Kaigani, Thlinkit-Skutkwan, Bilhoola-Noothlakimish, Haida-Kumshewa, Niskwalli-Sinahomish, Kwakiool-Kwiha, Kwakiool-Hailtzuk, Aht-Kaiookwaht, Tshinook-Tshinook, Kwakiool-Haishilla	77	U+00b4 U+0024
^th	tʰ	thlil, thlow-kwemush	Niskwalli-Sinahomish, Kwakiool-Likwiltoh, Tshinook-Tshinook, Kawitshin-Kwantlin, Kwakiool-Hailtzuk, Tshinook-Tilhilooit-UpperTshinook, Kawitshin-Songis, Kawitshin-Snanaimooh, Kwakiool-Kwiha, Kwakiool-Haishilla, Shahaptani-Whulwhaipum, Thlinkit-Skutkwan, Bilhoola-Noothlakimish, Tsheheilis-Staktamish, Kawitshin-Kowmook-Tlathool, Haida-Kaigani, Tinne-Nakoontloon, Aht-Kaiookwaht, Selish-Lillooet, Haida-Kumshewa, Tshimsian-Kithatla, Tshimsian-Kitunto	74	U+005e U+0074 U+0068
p$	p	wālp, tloo-tshim-oap	Tshimsian-Kitunto, Tshimsian-Kithatla, Bilhoola-Noothlakimish, Kawitshin-Kowmook-Tlathool, Aht-Kaiookwaht, Selish-Lillooet, Shahaptani-Whulwhaipum, Niskwalli-Sinahomish, Tshinook-Tshinook, Kwakiool-Haishilla, Kawitshin-Snanaimooh, Kwakiool-Likwiltoh, Tshinook-Tilhilooit-UpperTshinook, Selish-Kullespelm, Kwakiool-Kwiha, Kwakiool-Hailtzuk, Tinne-Takulli-Teheili, Kawitshin-Kwantlin	73	U+0070 U+0024
^e	e	eimash, eikts-ku-lish	Tshinook-Tilhilooit-UpperTshinook, Bilhoola-Noothlakimish, Shahaptani-Whulwhaipum, Kwakiool-Haishilla, Selish-Kullespelm, Tsheheilis-Staktamish, Tshinook-Tshinook, Tinne-Nakoontloon, Kawitshin-Kowmook-Tlathool, Kootenuha-UpperKootenuha, Kwakiool-Kwiha, Kawitshin-Snanaimooh, Niskwalli-Sinahomish, Kwakiool-Hailtzuk, Kawitshin-Kwantlin, Thlinkit-Skutkwan, Kawitshin-Songis, Selish-Lillooet	63	U+005e U+0065
g$	g	tsing, tē-hung	Haida-Kaigani, Haida-Kumshewa, Kawitshin-Songis, Haida-Masset, Haida-Skidegate, Kawitshin-Kwantlin, Tinne-Nakoontloon, Tinne-Tshilkotin, Kawitshin-Kowmook-Tlathool, Tinne-Takulli-Teheili	48	U+0067 U+0024
ss	sː	hai-as-so, kwas-sa	Selish-Kullespelm, Kawitshin-Songis, Kwakiool-Kwiha, Kawitshin-Kwantlin, Kwakiool-Hailtzuk, Tinne-Nakoontloon, Aht-Kaiookwaht, Kwakiool-Likwiltoh, Selish-Lillooet, Kwakiool-Haishilla, Kootenuha-UpperKootenuha, Kawitshin-Snanaimooh, Shahaptani-Whulwhaipum, Kawitshin-Kowmook-Tlathool, Tshinook-Tilhilooit-UpperTshinook, Tsheheilis-Staktamish, Tinne-Takulli-Teheili	47	U+0073 U+0073
^o	o	olh, o-ah-te	Niskwalli-Sinahomish, Selish-Kullespelm, Kwakiool-Haishilla, Kawitshin-Snanaimooh, Tshinook-Tshinook, Kwakiool-Likwiltoh, Tsheheilis-Staktamish, Haida-Masset, Kwakiool-Hailtzuk, Bilhoola-Noothlakimish, Selish-Lillooet, Kwakiool-Kwiha, Kootenuha-UpperKootenuha, Kawitshin-Songis, Shahaptani-Whulwhaipum, Thlinkit-Skutkwan, Aht-Kaiookwaht, Tshinook-Tilhilooit-UpperTshinook, Tshimsian-Kithatla, Tshimsian-Kitunto, Tinne-Takulli-Teheili, Kawitshin-Kwantlin	47	U+005e U+006f
mm	mː	ko-kummi, no-la-kummi	Kwakiool-Haishilla, Kwakiool-Hailtzuk, Kwakiool-Kwiha, Aht-Kaiookwaht, Kwakiool-Likwiltoh, Kawitshin-Kwantlin, Niskwalli-Sinahomish, Tshinook-Tilhilooit-UpperTshinook, Tshimsian-Kitunto, Kootenuha-UpperKootenuha, Bilhoola-Noothlakimish, Kawitshin-Kowmook-Tlathool, Tshimsian-Kithatla, Shahaptani-Whulwhaipum	47	U+006d U+006d
tt	tː	shā-wut-uh-ghutti, uh-hi-ghutti	Thlinkit-Skutkwan, Tinne-Nakoontloon, Kawitshin-Songis, Bilhoola-Noothlakimish, Kootenuha-UpperKootenuha, Tshimsian-Kitunto, Aht-Kaiookwaht, Tinne-Takulli-Teheili, Haida-Kaigani, Shahaptani-Whulwhaipum, Niskwalli-Sinahomish, Tshinook-Tshinook, Kwakiool-Likwiltoh, Selish-Lillooet, Tsheheilis-Staktamish, Tshinook-Tilhilooit-UpperTshinook, Haida-Masset, Kwakiool-Haishilla	46	U+0074 U+0074
ē$	eː	hung-ē, haih-tē	Kootenuha-UpperKootenuha, Haida-Skidegate, Kawitshin-Kwantlin, Haida-Masset, Haida-Kumshewa, Niskwalli-Sinahomish, Selish-Kullespelm, Bilhoola-Noothlakimish, Thlinkit-Skutkwan, Kwakiool-Kwiha, Tinne-Tshilkotin, Haida-Kaigani, Tshimsian-Kithatla, Aht-Kaiookwaht, Tshimsian-Kitunto, Tsheheilis-Staktamish, Kwakiool-Haishilla	42	U+0113 U+0024
aa	aː	ha-as-sin, ta-an	Kootenuha-UpperKootenuha, Kawitshin-Songis, Haida-Kumshewa, Aht-Kaiookwaht, Kawitshin-Kwantlin, Thlinkit-Skutkwan, Bilhoola-Noothlakimish, Selish-Lillooet, Tinne-Nakoontloon, Niskwalli-Sinahomish, Kawitshin-Kowmook-Tlathool, Tshimsian-Kithatla, Tshinook-Tshinook, Tshimsian-Kitunto, Tinne-Takulli-Teheili, Kwakiool-Haishilla	39	U+0061 U+0061
w$	w	kow, ki-bauw	Haida-Kumshewa, Haida-Skidegate, Bilhoola-Noothlakimish, Haida-Kaigani, Tshinook-Tilhilooit-UpperTshinook, Shahaptani-Whulwhaipum, Selish-Kullespelm, Kawitshin-Snanaimooh, Tshimsian-Kithatla, Tshinook-Tshinook, Tshimsian-Kitunto, Thlinkit-Skutkwan, Tinne-Nakoontloon, Kawitshin-Songis, Kawitshin-Kwantlin, Kawitshin-Kowmook-Tlathool, Haida-Masset, Kwakiool-Haishilla	39	U+0077 U+0024
ii	iː	ki-ik, si-it	Tshimsian-Kitunto, Aht-Kaiookwaht, Selish-Kullespelm, Tinne-Nakoontloon, Haida-Kaigani, Bilhoola-Noothlakimish, Kawitshin-Songis, Kawitshin-Snanaimooh, Kawitshin-Kowmook-Tlathool, Tshimsian-Kithatla, Tinne-Takulli-Teheili, Tsheheilis-Staktamish, Thlinkit-Skutkwan, Niskwalli-Sinahomish, Kwakiool-Hailtzuk, Tshinook-Tshinook, Shahaptani-Whulwhaipum, Kwakiool-Haishilla	39	U+0069 U+0069
^wh	hʷ	whil-tilla, whī	Selish-Lillooet, Niskwalli-Sinahomish, Selish-Kullespelm, Tshinook-Tshinook, Kwakiool-Likwiltoh, Tsheheilis-Staktamish, Kawitshin-Kwantlin, Kawitshin-Songis, Kwakiool-Hailtzuk, Tshimsian-Kitunto, Thlinkit-Skutkwan, Kwakiool-Kwiha, Haida-Kaigani, Haida-Kumshewa, Kawitshin-Kowmook-Tlathool, Kwakiool-Haishilla	39	U+005e U+0077 U+0068
ă	ă	wuh-ătzi, kwăk-illā	Tshimsian-Kitunto, Shahaptani-Whulwhaipum, Kwakiool-Likwiltoh, Kwakiool-Kwiha, Kwakiool-Hailtzuk, Tinne-Nakoontloon, Niskwalli-Sinahomish, Tshinook-Tshinook, Tshimsian-Kithatla, Aht-Kaiookwaht, Tshinook-Tilhilooit-UpperTshinook, Selish-Lillooet	38	U+0103
ts$	ts	a-kwo-its, shō-mits	Tshinook-Tshinook, Kawitshin-Kwantlin, Kwakiool-Haishilla, Haida-Kaigani, Bilhoola-Noothlakimish, Tshinook-Tilhilooit-UpperTshinook, Selish-Lillooet, Kawitshin-Snanaimooh, Tshimsian-Kitunto, Kwakiool-Hailtzuk, Shahaptani-Whulwhaipum, Thlinkit-Skutkwan, Aht-Kaiookwaht, Kwakiool-Likwiltoh, Tsheheilis-Staktamish, Kwakiool-Kwiha, Kawitshin-Kowmook-Tlathool, Tshimsian-Kithatla, Selish-Kullespelm	38	U+0074 U+0073 U+0024
ī$	iː	āsī, whī	Tinne-Takulli-Teheili, Tshimsian-Kithatla, Selish-Kullespelm, Haida-Kaigani, Shahaptani-Whulwhaipum, Haida-Kumshewa, Tinne-Nakoontloon, Tinne-Tshilkotin, Tshimsian-Kitunto, Kwakiool-Likwiltoh, Aht-Kaiookwaht, Selish-Lillooet	36	U+012b U+0024
tsh$	tsʰ	klun-slatsh, heitsh	Tshinook-Tshinook, Kawitshin-Kowmook-Tlathool, Aht-Kaiookwaht, Tshinook-Tilhilooit-UpperTshinook, Selish-Kullespelm, Bilhoola-Noothlakimish, Kwakiool-Hailtzuk, Haida-Kaigani, Thlinkit-Skutkwan, Kawitshin-Songis, Kwakiool-Kwiha, Kawitshin-Kwantlin, Kwakiool-Haishilla	36	U+0074 U+0073 U+0068 U+0024
^d	d	dull, di-kit	Haida-Kumshewa, Niskwalli-Sinahomish, Haida-Kaigani, Bilhoola-Noothlakimish, Kawitshin-Snanaimooh, Kawitshin-Kowmook-Tlathool, Tshinook-Tilhilooit-UpperTshinook, Kawitshin-Songis, Tinne-Nakoontloon, Tshimsian-Kithatla	35	U+005e U+0064
th$	tʰ	kla-lth, kwat-thath	Selish-Lillooet, Selish-Kullespelm, Haida-Kaigani, Niskwalli-Sinahomish, Kawitshin-Songis, Tsheheilis-Staktamish, Kootenuha-UpperKootenuha, Bilhoola-Noothlakimish, Tinne-Tshilkotin, Haida-Kumshewa, Tshimsian-Kithatla, Kwakiool-Likwiltoh	34	U+0074 U+0068 U+0024
^ā	aː	ātuhk, ā-ris	Kootenuha-UpperKootenuha, Tshimsian-Kithatla, Tshimsian-Kitunto, Kawitshin-Songis, Selish-Lillooet, Haida-Masset, Tshinook-Tshinook, Tsheheilis-Staktamish, Thlinkit-Skutkwan, Bilhoola-Noothlakimish, Kawitshin-Snanaimooh, Tinne-Tshilkotin, Niskwalli-Sinahomish, Kwakiool-Likwiltoh, Tinne-Takulli-Teheili	33	U+005e U+0101
